Datum (MESZ),Bremen,Dresden-Klotzsche,Gießen/Wettenberg,Saarbrücken-Ensheim,Würzburg
,Geschwindigkeit (m/s),Geschwindigkeit (m/s),Geschwindigkeit (m/s),Geschwindigkeit (m/s),Geschwindigkeit (m/s)
2024-08-31T10:00+02:00,4.1,3.6,6.8,4.6,3.3
2024-08-31T11:00+02:00,5,3.3,6.7,4.3,4.5
2024-08-31T12:00+02:00,5.1,3.8,6.2,4,4.7
2024-08-31T13:00+02:00,4.7,3.5,6.4,3.8,3.8
2024-08-31T14:00+02:00,4.6,4.2,5.6,3.5,3.5
2024-08-31T15:00+02:00,5,3.9,5.1,4.1,3.5
2024-08-31T16:00+02:00,4.6,4.6,5.6,4.6,4.4
2024-08-31T17:00+02:00,4.9,5.1,5.6,4.9,4.1
2024-08-31T18:00+02:00,4.6,5.5,5.4,5,4
2024-08-31T19:00+02:00,5.2,6.2,6.3,4.6,3.7
2024-08-31T20:00+02:00,4.2,5.5,5.6,4.1,3.1
2024-08-31T21:00+02:00,4.3,4.2,5.2,4,2.8
2024-08-31T22:00+02:00,4.1,3.6,5.8,4,2.9
2024-08-31T23:00+02:00,5.4,3,5.8,4.2,2
2024-09-01T00:00+02:00,5.4,2.1,5.5,4.2,2.6
2024-09-01T01:00+02:00,5.3,1.3,5.6,3.9,2.1
